query_seq,closest_neighbor,min_dist,neighborhood_mean,neighborhood_median
G001050835,['G000235665'],0.00167981,0.10891187799999999,0.0878853
G001051235,['G000531125'],0.219531,0.2567468,0.263022
G001051995,['G000310185'],0.132399,0.1823073,0.1945115
G001054195,['G000159115'],0.156619,0.2041434,0.21089699999999997
G001054655,['G001578185'],0.0943778,0.24423147999999997,0.263022
G001054945,"['G000069945', 'G000525655']",0.23010999999999998,0.25258739999999996,0.263022
G001055535,['G000296485'],0.00505504,0.135117896,0.147707
G001055885,['G000261285'],0.0545702,0.14134736,0.1530845
G001056295,['G000758965'],0.101551,0.18921059999999998,0.21089699999999997
G001057055,['G000154225'],0.133864,0.2161008,0.243761
G001062815,['G001062845'],2.3827399999999998e-05,0.00503768574,0.006351275
G001062845,['G001062815'],2.3827399999999998e-05,0.00501139874,0.006316875
G001063195,"['G000022025', 'G001375495']",0.243761,0.2591698,0.263022
G001063255,['G000173895'],0.11478,0.1465524,0.136494
G001063475,['G001679345'],0.0034603999999999998,0.00566315,0.005808695
G001064655,"['G001065625', 'G001065675']",0.00550978,0.005852851,0.005908805
G001064665,"['G001065625', 'G001065675']",0.00550978,0.005852851,0.005908805
G001065625,['G001065675'],2.3827399999999998e-05,0.00416215774,0.005055155
G001065675,['G001065625'],2.3827399999999998e-05,0.00416215774,0.005055155
G001068545,['G000934225'],0.00584167,0.011423826,0.0070756050000000004
G001070095,['G000308055'],0.0307758,0.20644774,0.263022
G001070855,['G001070095'],0.041003,0.19591486,0.263022
G001074355,"['G000010125', 'G000295715']",0.178173,0.19769989999999998,0.20044800000000002
G001077715,"['G000007365', 'G000007765', 'G000009985', 'G000010565', 'G000010585', 'G000016165', 'G000017105', 'G000022605', 'G000043285', 'G000158195', 'G000159075', 'G000170895', 'G000171835', 'G000173675', 'G000190415', 'G000208385', 'G000214435', 'G000215085', 'G000220335', 'G000225995', 'G000226315', 'G000284075', 'G000284835', 'G000285555', 'G000285595', 'G000286315', 'G000286335', 'G000294775', 'G000305495', 'G000308315', 'G000311725', 'G000312025', 'G000312425', 'G000315365', 'G000317065', 'G000319385', 'G000333435', 'G000342045', 'G000348905', 'G000374005', 'G000374145', 'G000374565', 'G000376385', 'G000411295', 'G000422305', 'G000423185', 'G000423805', 'G000423885', 'G000426005', 'G000426085', 'G000426505', 'G000429065', 'G000429565', 'G000430685', 'G000430765', 'G000433255', 'G000436435', 'G000437235', 'G000472505', 'G000473245', 'G000482325', 'G000484595', 'G000504145', 'G000505545', 'G000509875', 'G000510265', 'G000517385', 'G000518365', 'G000559025', 'G000576635', 'G000583775', 'G000585255', 'G000586555', 'G000612625', 'G000612665', 'G000621485', 'G000711975', 'G000724775', 'G000737335', 'G000742835', 'G000743635', 'G000746025', 'G000747345', 'G000751775', 'G000752035', 'G000752395', 'G000759675', 'G000763575', 'G000770795', 'G000775575', 'G000784355', 'G000812025', 'G000821085', 'G000826125', 'G000826145', 'G000829195', 'G000829555', 'G000934845', 'G000953215', 'G000956175', 'G000970675', 'G000970685', 'G000973545', 'G000986785', 'G001000955', 'G001001935', 'G001014645', 'G001038625', 'G001179925', 'G001183965', 'G001263415', 'G001274945', 'G001278755', 'G001278805', 'G001281525', 'G001293545', 'G001306995', 'G001314225', 'G001314995', 'G001420595', 'G001427225', 'G001431195', 'G001442515', 'G001442535', 'G001442785', 'G001465835', 'G001482195', 'G001515265', 'G001517865', 'G001591605', 'G001617605', 'G001643245', 'G001687565', 'G001705305', 'G001708185', 'G001746755', 'G001750165', 'G001769615', 'G001773195', 'G001773295', 'G001784795', 'G001801575', 'G001816425', 'G001816455', 'G001816555', 'G002003465', 'G002007305', 'G002007375', 'G900099655', 'G900101525', 'G900110815', 'G900111285', 'G900111755', 'G900115805', 'G900120365', 'G900156125', 'G900156305']",0.295981,0.295981,0.295981
G001077815,['G001235865'],0.203604,0.2441585,0.243761
G001077885,"['G000331515', 'G000730475']",0.197292,0.21315019999999998,0.215214
G001078055,['G001577755'],0.18676099999999998,0.2423107,0.2533915
G001078275,['G000612485'],0.142009,0.17054819999999998,0.1729305
G001078595,['G000299575'],0.203604,0.2255381,0.23010999999999998
G001083795,"['G000240165', 'G000424785', 'G000993785']",0.178173,0.1851786,0.18676099999999998
G001122605,['G000253175'],0.11990899999999999,0.1584713,0.167688
G001179925,"['G000155895', 'G001180065']",0.203604,0.2339317,0.23010999999999998
G001179945,['G000155895'],0.23010999999999998,0.25395249999999997,0.263022
G001180045,['G000504225'],0.0653942,0.19609141,0.216857
G001180065,"['G000504225', 'G001179925']",0.203604,0.2333707,0.2369355
G001180145,['G000419485'],0.23010999999999998,0.244322,0.243761
G001180165,['G001180045'],0.06776289999999999,0.19445946,0.219531
G001180325,['G001627475'],0.0517248,0.06157406,0.062766
G001182045,"['G000021865', 'G000164395']",0.263022,0.2893892,0.295981
G001182745,['G000308595'],0.142009,0.1638301,0.16475499999999998
G001182825,['G000027165'],0.197292,0.2171613,0.219531
G001182895,['G001428405'],0.154223,0.16820279999999999,0.16930699999999999
G001183545,['G000953825'],0.178173,0.2699823,0.295981
G001183565,"['G001685155', 'G001685165']",0.013257299999999998,0.18030891999999998,0.2533915
G001183965,['G001243895'],0.219531,0.2399729,0.243761
G001184205,['G000519125'],0.21089699999999997,0.22849589999999997,0.23010999999999998
G001184755,['G000346255'],7.15897e-05,0.06408954897,0.06251165
G001185205,"['G000314675', 'G000969415']",0.18676099999999998,0.2255355,0.23010999999999998
G001186405,['G000262365'],0.00146992,0.106093602,0.02536765
G001187435,['G000342125'],0.132399,0.16496709999999998,0.170926
G001187555,['G000832015'],0.197292,0.2775942,0.295981
G001187595,['G001598935'],0.23010999999999998,0.2501003,0.243761
G001187615,['G001606065'],0.00508714,0.227920967,0.27950149999999996
G001187725,"['G000346255', 'G001184755']",0.21089699999999997,0.22445879999999999,0.22482049999999998
G001187785,"['G000185965', 'G000768335', 'G001431505']",0.243761,0.25724369999999996,0.263022
G001187845,"['G000021865', 'G000155735', 'G000172095', 'G000185925', 'G000259095', 'G000420145', 'G000473225', 'G000511385', 'G000600975', 'G000622325', 'G000622365', 'G000622385', 'G000647675', 'G000768315', 'G000967825', 'G001049735', 'G001262635', 'G001294535', 'G900113405']",0.263022,0.263022,0.263022
G001187865,['G000759795'],0.19173099999999998,0.20261289999999998,0.203604
G001188365,['G000422905'],0.18676099999999998,0.23975339999999998,0.243761
G001188545,['G001679275'],0.048035400000000006,0.21482489,0.263022
G001188915,['G000185885'],0.19173099999999998,0.2220405,0.22482049999999998
G001189075,"['G000024345', 'G000215955', 'G000313565', 'G000337815', 'G000466825', 'G000477935', 'G000477955', 'G000518265', 'G000747095', 'G000993485', 'G000994515', 'G000996245', 'G001001115', 'G001043915', 'G001280505', 'G001312345', 'G001786225', 'G900107575', 'G900116565']",0.295981,0.295981,0.295981
G001189095,"['G001189105', 'G001189195']",0.263022,0.2893892,0.295981
G001189105,"['G000997825', 'G000998425', 'G001000595', 'G001189095', 'G001189215', 'G001822595']",0.263022,0.2762056,0.263022
G001189195,['G001189215'],0.17440799999999998,0.2805278,0.295981
G001189215,['G001189195'],0.17440799999999998,0.2805278,0.295981
G001189275,['G001516655'],0.197292,0.2775942,0.295981
G001189295,['G000601485'],0.170926,0.2365416,0.243761
G001189495,"['G000025225', 'G000147675', 'G000688015']",0.23010999999999998,0.2396657,0.243761
G001189535,['G000426385'],0.129604,0.1934305,0.203604
G001189575,"['G000270185', 'G001456215']",0.243761,0.2591698,0.263022
G001189915,['G001267925'],0.167688,0.2051422,0.21089699999999997
G001189955,['G001571165'],7.15897e-05,0.16783465897,0.1945115
G001189965,['G001267925'],0.1233,0.1925866,0.19518249999999998
G001190015,['G001544555'],0.102997,0.2136902,0.23010999999999998
G001190745,"['G000017465', 'G000705255', 'G001190755']",0.243761,0.2605396,0.263022
G001190755,['G000017585'],0.197292,0.2454534,0.243761
G001190785,['G000299355'],0.203604,0.2350938,0.243761
G001190945,['G001247745'],0.138572,0.200018,0.203604
G001191005,['G000335815'],0.159146,0.1836739,0.19173099999999998
G001192655,"['G000723565', 'G000742475', 'G002003665', 'G900141795']",0.263022,0.2827974,0.295981
G001192795,"['G000007225', 'G000008045', 'G000144405', 'G000185365', 'G000217795', 'G000243455', 'G000244755', 'G000301055', 'G000354175', 'G000364225', 'G000373045', 'G000374845', 'G000379225', 'G000403495', 'G000407505', 'G000421585', 'G000433175', 'G000434195', 'G000478585', 'G000509365', 'G000521465', 'G000686565', 'G000994655', 'G000996505', 'G000997505', 'G000997595', 'G001050255', 'G001306115', 'G001437665', 'G001437695', 'G001437845', 'G001438315', 'G001439025', 'G001439035', 'G001525595', 'G001766815', 'G001788215', 'G001794965', 'G001796335', 'G001796365', 'G001825655', 'G001899005', 'G900109895', 'G900155985']",0.295981,0.295981,0.295981
G001192835,['G001603685'],0.243761,0.290759,0.295981
G001202015,['G001202035'],0.18226900000000001,0.2467454,0.263022
G001202025,['G001202035'],0.19173099999999998,0.22309839999999997,0.23010999999999998
G001202035,['G001202015'],0.18226900000000001,0.2258407,0.243761
G001205715,['G000688295'],0.17440799999999998,0.20442899999999997,0.21089699999999997
G001235865,['G000013005'],0.178173,0.20362159999999999,0.203604
G001242845,['G000011745'],0.243761,0.28746309999999997,0.295981
G001243045,"['G000017045', 'G000063585']",0.23010999999999998,0.2545135,0.263022
G001243895,['G001183965'],0.219531,0.25152949999999996,0.263022
G001244495,['G000469445'],0.17440799999999998,0.1982294,0.1976675
G001244545,['G000269565'],0.161822,0.23669389999999998,0.243761
G001244995,"['G000169255', 'G001454945']",0.17440799999999998,0.194759,0.20044800000000002
G001247715,['G000152845'],0.178173,0.20407619999999999,0.2072505
G001247745,['G001190945'],0.138572,0.1919137,0.20044800000000002
G001258055,['G000688295'],0.156619,0.1849495,0.19173099999999998
G001261715,['G000426485'],0.219531,0.2548207,0.263022
G001261735,['G000213555'],0.219531,0.24960339999999998,0.2533915
G001261775,"['G001305115', 'G900048895']",0.243761,0.2591698,0.263022
G001262015,['G000144405'],0.151946,0.18994,0.19173099999999998
G001262035,['G001594265'],0.151946,0.1980547,0.2072505
G001262055,['G001057055'],0.147707,0.23793179999999997,0.263022
G001262075,['G000739995'],0.19173099999999998,0.2150242,0.219531
G001262495,['G000956415'],0.14382999999999999,0.16157559999999999,0.156619
G001262595,['G001280145'],0.11675999999999999,0.1556925,0.16035149999999998
G001262605,['G000745845'],0.000215742,0.22293167419999999,0.263022
G001262635,['G900100005'],0.19173099999999998,0.2127022,0.219531
G001262715,['G001267155'],0.19173099999999998,0.2468281,0.243761
G001263175,['G000017505'],0.23010999999999998,0.2696185,0.263022
G001263205,['G000737325'],0.243761,0.2610959,0.263022
G001263355,['G000247605'],0.203604,0.25844999999999996,0.263022
G001263395,['G000800475'],0.219531,0.2372427,0.243761
G001263415,['G000010565'],0.219531,0.2548207,0.263022
G001263615,"['G001428365', 'G001484605']",0.18676099999999998,0.1977857,0.20044800000000002
G001263755,['G001639025'],0.17440799999999998,0.20255489999999998,0.2072505
G001263795,"['G000175395', 'G000204565', 'G000219255']",0.243761,0.25724369999999996,0.263022
G001264245,['G000312165'],0.0302852,0.03848749,0.0397705
G001265075,"['G000385175', 'G000756715']",0.21089699999999997,0.2337714,0.23164600000000002
G001266655,"['G000747605', 'G001266715']",2.3827399999999998e-05,0.19016513454,0.243761
G001266675,"['G000747605', 'G001266715']",2.3827399999999998e-05,0.19016513454,0.243761
G001266695,"['G000747605', 'G001266715']",2.3827399999999998e-05,0.19016513454,0.243761
G001266715,"['G000016605', 'G001266655', 'G001266675', 'G001266695', 'G001266735']",2.3827399999999998e-05,0.1309713137,0.1150669137
G001266735,"['G000747605', 'G001266715']",2.3827399999999998e-05,0.10138514172,4.769060000000001e-05
G001267155,['G001262715'],0.19173099999999998,0.2411092,0.243761
G001267175,"['G000008605', 'G000025225', 'G000025945', 'G000331025', 'G000421765', 'G000427625', 'G000591415', 'G000621145', 'G000829415', 'G000939975', 'G001709345']",0.263022,0.263022,0.263022
G001267535,['G000336255'],0.145727,0.1975545,0.203604
G001267865,['G000174395'],0.167688,0.2009685,0.203604
G001267925,['G001189965'],0.1233,0.18836239999999999,0.196583
G001267945,['G000217675'],0.167688,0.216657,0.219531
G001267955,['G001592945'],0.0229306,0.21238021999999998,0.263022
G001269425,['G000754265'],0.18226900000000001,0.24314699999999997,0.2533915
G001269985,"['G000014025', 'G000153245', 'G000284515', 'G000424205', 'G000585155', 'G000614975', 'G000753865', 'G000814675', 'G000950095', 'G001465295', 'G001596795', 'G001677275']",0.263022,0.263022,0.263022
G001270065,['G001713375'],0.203604,0.2204431,0.219531
G001270375,['G000619945'],0.21089699999999997,0.2534604,0.263022
G001270745,['G001005145'],0.09748689999999999,0.19266958999999997,0.21089699999999997
G001270965,"['G000013645', 'G000014265', 'G000014925', 'G000023465', 'G000023725', 'G000146285', 'G000152985', 'G000179255', 'G000185425', 'G000185445', 'G000196535', 'G000224515', 'G000237085', 'G000243135', 'G000250735', 'G000258495', 'G000265465', 'G000276685', 'G000307995', 'G000312165', 'G000312245', 'G000312285', 'G000312725', 'G000332585', 'G000374065', 'G000379765', 'G000379805', 'G000385215', 'G000403845', 'G000420085', 'G000427365', 'G000431935', 'G000433175', 'G000434475', 'G000435635', 'G000436915', 'G000495615', 'G000599945', 'G000621705', 'G000622385', 'G000701965', 'G001015055', 'G001264245', 'G001267535', 'G001466305', 'G001484965', 'G001508355', 'G001508575', 'G001509275', 'G001509335', 'G001567275', 'G001603695', 'G001644645', 'G001706385', 'G001768205', 'G001768245', 'G001768535', 'G001769245', 'G001776195', 'G001788635', 'G001885655', 'G002011535', 'G900102205', 'G900102515', 'G900129025', 'G900141875', 'G900142445']",0.295981,0.295981,0.295981
G001273385,['G001950115'],0.263022,0.2926851,0.295981
G001273495,['G001302765'],0.243761,0.28746309999999997,0.295981
G001273775,"['G000196815', 'G000424625', 'G000482785', 'G000702665', 'G001724515']",0.243761,0.2533915,0.2533915
G001273835,['G000349545'],0.159146,0.1947912,0.19173099999999998
G001273895,"['G000269865', 'G000709935']",0.243761,0.2789452,0.295981
G001274535,['G000373345'],0.21089699999999997,0.2271308,0.23010999999999998
G001274715,['G001282925'],2.3827399999999998e-05,0.08748712086,0.0104835
G001274775,"['G000157955', 'G000160135', 'G000162475', 'G000185965', 'G000225345', 'G000233915', 'G000235645', 'G000236665', 'G000245815', 'G000250655', 'G000283575', 'G000403375', 'G000403395', 'G000423325', 'G000525875', 'G000686865', 'G000701665', 'G000702485', 'G000702545', 'G000712595', 'G000724485', 'G000732725', 'G000735455', 'G000747075', 'G000752035', 'G000758905', 'G000761445', 'G000765215', 'G000970675', 'G000971975', 'G000972865', 'G001014645', 'G001038425', 'G001243895', 'G001244995', 'G001261775', 'G001267865', 'G001295775', 'G001404335', 'G001429315', 'G001431405', 'G001456215', 'G001465835', 'G001482195', 'G001500315', 'G001578185', 'G001643245', 'G001687565', 'G900102125', 'G900104615']",0.263022,0.263022,0.263022
G001274875,['G000236085'],0.0766828,0.20374267999999998,0.21092049999999998
G001274895,['G000173655'],0.178173,0.2487588,0.263022
G001274915,"['G000009825', 'G000292245', 'G000334155', 'G000698125', 'G001598215', 'G900142675']",0.263022,0.2762056,0.263022
G001274935,"['G000321185', 'G000425825', 'G000724775']",0.243761,0.25724369999999996,0.263022
G001274945,['G000724775'],0.21089699999999997,0.2350142,0.2369355
G001275035,['G001795365'],0.142009,0.2470685,0.263022
G001275135,['G000431195'],0.0198862,0.17536701999999998,0.197292
G001275345,['G001482365'],0.18226900000000001,0.202919,0.203604
G001275395,['G000447295'],0.021849900000000002,0.11956028,0.1220145
G001275645,['G001277345'],0.025894,0.1988835,0.23010999999999998
G001276545,['G000968335'],0.013112,0.13735845,0.167794
G001276605,['G001276625'],0.164662,0.2604278,0.263022
G001276615,['G001044195'],0.0239829,0.24492309,0.295981
G001276625,['G001276615'],0.149777,0.2324532,0.2369355
G001276715,"['G000010065', 'G000010565', 'G000010625', 'G000012525', 'G000015705', 'G000020985', 'G000024625', 'G000092785', 'G000155555', 'G000158155', 'G000169335', 'G000175835', 'G000195085', 'G000196515', 'G000209465', 'G000214075', 'G000259175', 'G000283495', 'G000297435', 'G000300255', 'G000307995', 'G000309945', 'G000312165', 'G000312205', 'G000312245', 'G000312265', 'G000312285', 'G000312725', 'G000314895', 'G000317045', 'G000317105', 'G000317515', 'G000330925', 'G000331305', 'G000332095', 'G000332175', 'G000332255', 'G000346485', 'G000379805', 'G000380225', 'G000397885', 'G000423865', 'G000424665', 'G000437835', 'G000478195', 'G000498495', 'G000517105', 'G000599945', 'G000687655', 'G000733415', 'G000812875', 'G000817325', 'G000941055', 'G000967915', 'G001188545', 'G001263415', 'G001264245', 'G001297765', 'G001298465', 'G001432185', 'G001516055', 'G001578075', 'G001602685', 'G001618265', 'G001631985', 'G001676585', 'G001706385', 'G001725075', 'G001767235', 'G001793865', 'G001796525', 'G001801465', 'G001858115', 'G001890975', 'G001939115', 'G900010725', 'G900107125']",0.295981,0.295981,0.295981
